Efreeti; Large elemental; lawful evil; 17; natural; 200; 16d10+112; 40ft., fly 60 ft.; 22; 12; 24; 16; 15; 16; Int +7, Wis +6, Cha +7; ; ; Fire; ; Darkvision 120ft., PP 12; Ignan; 11; 7200; ; Multiattack. The efreeti makes two scimitar attacks or uses its Hurl Flame twice.<br><br>Scimitar. Melee Weapon Attack: +10 to hit, reach 5 ft., one<br>target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire<br>damage.<br><br>Hurl Flame. Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.; ; Elemental Demise. If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the efreeti was wearing or carrying.<br><br>Innate Spellcasting. The efreeti’s innate spellcasting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect magic<br>3/day: enlarge/reduce, tongues<br>1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire,,,,,,,,,,,,,,,,,,,,,,,,
Earth Elemental; Large elemental; neutral; 17; natural; 126; 12d10+60; 30 ft., burrow 30 ft.; 20; 8; 20; 5; 10; 5; ; ; bludgeoning, piercing and slashing from nonmagical weapons; poison; exhaustion, paralyzed, petrified, poisoned, unconscious; darkvision 60 ft., tremorsense 60 ft., PP10; Terran; 5; 1800; ; Multiattack. The elemental makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.; ;Damage Vulnerabilities: Thunder<br><br> Earth Glide. The elemental can burrow through nonmagical,<br>unworked earth and stone. While doing so, the elemental<br>doesn’t disturb the material it moves through.<br><br>Siege Monster. The elemental deals double damage to objectsand structures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dao; Large elemental; neutral evil; 18; natural; 187; 15d10+105; 30 ft., burrow 30 ft., fly 30 ft.; 23; 12; 24; 12; 13; 14; Int +5, Wis +5, Cha +6; ; ; ; petrified; darkvision 120ft., PP11; Terran; 11; 7200; ; Multiattack. The dao makes two fist attacks or two maul<br>attacks.<br><br>Fist. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.<br><br>Maul. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 20 (4d6 + 6) bludgeoning damage. If the target is a Huge or smaller creature, it must succeed on a DC 18 Strength check or be knocked prone.; ; Earth Glide. The dao can burrow through nonmagical,<br>unworked earth and stone. While doing so, the dao oesn’t disturb the material it moves through.<br><br>Elemental Demise. If the dao dies, its body disintegrates into crystalline powder, leaving behind only equipment the dao was wearing or carrying.<br><br>Innate Spellcasting. The dao’s innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect evil and good, detect magic, stone shape<br>3/day each: passwall, move earth, tongues<br>1/day each: conjure elemental (earth elemental only), gaseous form, invisibility, phantasmal killer, plane shift, wall of stone<br><br>Sure-Footed. The dao has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,,,,,,,,,,,,,,,,,
Cult Fanatic; Medium humanoid (any race); any non-good alignment; 13; leather; 33; 6d8+6; 30 ft.; 11; 14; 12; 10; 13; 14; ; Deception +4, Persuasion +4, Religion +2; ; ; ; PP 10; any one language (usually Common); 2; 450; ; Multiattack. The fanatic makes two melee attacks.<br><br>Dagger. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.; ; Dark Devotion. The fanatic has advantage on saving throws against being charmed or frightened.<br><br>Spellcasting. The fanatic is a 4th-level spellcaster. Its<br>spellcasting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). The fanatic has the following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (4 slots): command, inflict wounds, shield of faith<br>2nd level (3 slots): hold person, spiritual weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclops; Huge giant; chaotic neutral; 14; natural; 138; 12d12+60; 30ft; 22; 11; 20; 8; 6; 10; ; ; ; ; ; PP 8; Giant; 6; 2300; ; Multiattack. The cyclops makes two greatclub attacks.<br><br>Greatclub. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.<br><br>Rock. Ranged Weapon Attack: +9 to hit, range 30/120 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.; ; Poor Depth Perception. The cyclops has disadvantage on any attack roll against a target more than 30 feet away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuul; Large aberration; chaotic evil; 16; natural; 93; 11d10+33; 30ft., swim 30 ft.; 19; 10; 16; 5; 11; 5; ; Perception +4; ; poison; poisoned; darkvision 60ft., PP14; understands Deep Speech but can't speak; 4; 1100; ; Multiattack. The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.<br><br>Pincer. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn’t have two other creatures grappled.<br><br>Tentacles. One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; Amphibious. The chuul can breathe air and water.<br><br>Sense Magic. The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn’t itself magical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Devil; Large fiend (devil); lawful evil; 19; natural; 142; 15d10+60; 40ft., fly 40ft.; 18; 16; 18; 13; 14; 16; Int +5, Wis +6, Cha +7; Deception +7, Insight +6; cold, bludgeoning, piercing, and slashing  from nonmagical weapons that aren't silvered; fire, poison; poisoned; darkvision 120ft., PP12; Infernal, telepathy 120ft; 9; 5000; ; Multiattack. The devil makes three attacks: two with its claws and one with its sting.<br><br>Claw. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.<br><br>Sting. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; Devil’s Sight. Magical darkness doesn’t impede the devil’s<br>darkvision.<br><br>Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbed Devil; Medium fiend (devil); lawful evil; 15; natural; 110; 13d8+52; 30 ft.; 16; 17; 18; 12; 14; 14; Str+6, Con+7, Wis+5, Cha+5; Deception +5, Insight +5, Perception +8; cold, bludgeoning, piercing and slashing from nonmagical weapons that aren't silvered; fire, poison; poisoned; darkvision 120ft., PP18; Infernal, telepathy 120ft; 5; 1800; ; Multiattack. The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.<br><br>Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.<br><br>Tail. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.<br><br>Hurl Flame. Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn’t being worn or carried, it also catches fire.; ; Barbed Hide. At the start of each of its turns, the barbed devil deals 5 (1d10) piercing damage to any creature grappling it.<br><br>Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.<br><br>Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,,,,,,,,,,,,,,,,,,,,,,,
Awakened Tree; Huge plant; unaligned; 13; natural armor; 59; 7d12+14; 20 ft.; 19; 6; 15; 10; 10; 7; ; ; bludgeoning, piercing; ; ; PP 10; one language known by its creator; 2; 450; ; Slam. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage.; ; Damage vulnerabilities: fire<br><br>False Appearance. While the tree remains motionless, it is<br>indistinguishable from a normal tree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animated Armor; Medium Construct; unaligned; 18; natural; 33; 6d8+6; 25 ft; 14; 11; 13; 1; 3; 1; ; ; ; poison, psychic; blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned; blindsight 60ft. (blind beyond this radius), PP 6; ; 1; 200; ; Multiattack. The armor makes two melee attacks.<br><br>Slam. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.; ; Antimagic Susceptibility. The armor is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the armor must succeed on a Constitution saving throw against the caster’s spell save DC or fall unconscious for 1 minute.<br><br>False Appearance. While the armor remains motionless, it is indistinguishable from a normal suit of armor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
